"id","sentiment","header","desc","date","author","text"
2078,-3,"Crowds gather to mourn ‘Da Vinci,’ a young Ukrainian soldier killed near Bakhmut.","Dmytro Kotsiubailo, better known as “Da Vinci,” was killed near Bakhmut on March 7.",2023-03-10,"Marc Santora","Crowds gather to mourn ‘Da Vinci,’ a young Ukrainian soldier killed near Bakhmut. Dmytro Kotsiubailo, better known as “Da Vinci,” was killed near Bakhmut on March 7."
2079,1,"Changing His Tune for Mother Russia.","As the Kremlin seeks to remake Russia’s institutions to comport with its militaristic worldview, cultural figures are picking a side. One singer made his choice — and is growing rich.",2023-03-09,"Valerie Hopkins and Georgy Birger","Changing His Tune for Mother Russia. As the Kremlin seeks to remake Russia’s institutions to comport with its militaristic worldview, cultural figures are picking a side. One singer made his choice — and is growing rich."
2080,-1,"Questions surround Russia’s use of hypersonic missiles in its latest attack.","Moscow on Thursday fired the largest number of the air-launched weapons used in a single wave since the war began a year ago.",2023-03-09,"John Ismay, Matthew Mpoke Bigg and Andrew E. Kramer","Questions surround Russia’s use of hypersonic missiles in its latest attack. Moscow on Thursday fired the largest number of the air-launched weapons used in a single wave since the war began a year ago."
2081,-1,"Ukraine highlights its desire for air defense weapons after Russia’s latest strikes.","",2023-03-10,"Shashank Bengali","Ukraine highlights its desire for air defense weapons after Russia’s latest strikes. "
2082,0,"The leaders of Britain and France met in Paris with Ukraine on the agenda.","",2023-03-10,"Carly Olson","The leaders of Britain and France met in Paris with Ukraine on the agenda. "
2083,0,"Front Line Shifts in Russia’s and Ukraine’s Battle for Bakhmut, Analysts Say.","Britain’s defense intelligence agency said that Russian forces had taken control of most of Bakhmut’s east, but advances farther west might be challenging.",2023-03-11,"Cassandra Vinograd","Front Line Shifts in Russia’s and Ukraine’s Battle for Bakhmut, Analysts Say. Britain’s defense intelligence agency said that Russian forces had taken control of most of Bakhmut’s east, but advances farther west might be challenging."
2084,-3,"Ukraine Steps Up Calls for Evacuation of Kupiansk Under Relentless Russian Shelling.","Attacks on the northeast town in the Kharkiv region of Ukraine continued on Sunday.",2023-03-12,"Matthew Mpoke Bigg, Carlotta Gall and Oleksandr Chubko","Ukraine Steps Up Calls for Evacuation of Kupiansk Under Relentless Russian Shelling. Attacks on the northeast town in the Kharkiv region of Ukraine continued on Sunday."
2085,-4,"In Fields Sown With Bombs, Ukraine’s Farmers Risk Deadly Harvest.","Some who till the breadbaskets of Ukraine have already lost three seasons of planting to war. With mines and cluster bombs widely scattered, normal harvests seem far in the future.",2023-03-11,"Michael Schwirtz, Stanislav Kozliuk and Ivor Prickett","In Fields Sown With Bombs, Ukraine’s Farmers Risk Deadly Harvest. Some who till the breadbaskets of Ukraine have already lost three seasons of planting to war. With mines and cluster bombs widely scattered, normal harvests seem far in the future."
2086,0,"War in Ukraine Puts Centuries of Swiss Neutrality to the Test.","The Alpine state makes arms that Western allies want to send to Kyiv. Swiss law bans this, driving a national debate about whether its concept of neutrality should change.",2023-03-12,"Erika Solomon","War in Ukraine Puts Centuries of Swiss Neutrality to the Test. The Alpine state makes arms that Western allies want to send to Kyiv. Swiss law bans this, driving a national debate about whether its concept of neutrality should change."
2087,3,"From ‘Hitler’ to ‘Sharing One Fate’: Saudi-Iran Pact Could Transform the Middle East.","Both countries as well as the broader region have much to gain from the reset in relations — if the agreement truly holds.",2023-03-12,"Vivian Nereim","From ‘Hitler’ to ‘Sharing One Fate’: Saudi-Iran Pact Could Transform the Middle East. Both countries as well as the broader region have much to gain from the reset in relations — if the agreement truly holds."
2088,3,"China’s Role in Iran-Saudi Arabia Deal Shows Xi’s Global Goals.","Brokering a rapprochement between the Middle Eastern rivals underscores the Chinese leader’s ambition of offering an alternative to a U.S.-led world order.",2023-03-11,"David Pierson","China’s Role in Iran-Saudi Arabia Deal Shows Xi’s Global Goals. Brokering a rapprochement between the Middle Eastern rivals underscores the Chinese leader’s ambition of offering an alternative to a U.S.-led world order."
2089,-3,"An Activist’s Flight Reveals Widening Repression in Algeria.","Four years after a popular uprising fueled hopes for change and real democracy, the country’s government is using vaguely defined statutes to round up hundreds.",2023-03-11,"Constant Méheut","An Activist’s Flight Reveals Widening Repression in Algeria. Four years after a popular uprising fueled hopes for change and real democracy, the country’s government is using vaguely defined statutes to round up hundreds."
2090,-3,"As Russian Shelling Intensifies, True Liberation Eludes Ukrainian City.","Months after Ukrainian forces pushed out Russian occupiers, the city of Kherson remains very much a war zone.",2023-03-14,"Marc Santora and Eric Nagourney","As Russian Shelling Intensifies, True Liberation Eludes Ukrainian City. Months after Ukrainian forces pushed out Russian occupiers, the city of Kherson remains very much a war zone."
2091,0,"The Black Sea is a crucial theater in the war between Russia and Ukraine.","Long dominated by Russia’s navy, the Black Sea has been the scene of Ukrainian defiance. It’s also been a rare point of agreement between the two countries.",2023-03-14,"Matthew Mpoke Bigg","The Black Sea is a crucial theater in the war between Russia and Ukraine. Long dominated by Russia’s navy, the Black Sea has been the scene of Ukrainian defiance. It’s also been a rare point of agreement between the two countries."
2092,-3,"Russian Attacks Along a Wide Arc of Ukraine Yield Little but Casualties.","Moscow’s forces have stepped up artillery and infantry assaults across eastern Ukraine, trying to improve their position before either side attempts a major breakthrough.",2023-03-13,"Marc Santora, Matthew Mpoke Bigg and Richard Pérez-Pena","Russian Attacks Along a Wide Arc of Ukraine Yield Little but Casualties. Moscow’s forces have stepped up artillery and infantry assaults across eastern Ukraine, trying to improve their position before either side attempts a major breakthrough."
2093,3,"Zelensky names a soldier whose death was captured on video a Hero of Ukraine.","",2023-03-13,"Randy Pennell","Zelensky names a soldier whose death was captured on video a Hero of Ukraine. "
2094,0,"Grain deal, Bakhmut and more: What to watch for this week.","",2023-03-13,"Carly Olson","Grain deal, Bakhmut and more: What to watch for this week. "
2095,-4,"International Court to Open War Crimes Cases Against Russia, Officials Say.","The cases before the International Criminal Court would accuse Russia of abducting Ukrainian children and of deliberately targeting civilian infrastructure.",2023-03-13,"Marlise Simons","International Court to Open War Crimes Cases Against Russia, Officials Say. The cases before the International Criminal Court would accuse Russia of abducting Ukrainian children and of deliberately targeting civilian infrastructure."
2096,4,"‘Navalny’ wins the Oscar for best documentary as the dissident’s wife issues a defiant message.","The film followed Aleksei Navalny, a prominent critic of President Vladimir V. Putin of Russia, as he investigated his own near-fatal poisoning in 2020.",2023-03-13,"Daniel Victor","‘Navalny’ wins the Oscar for best documentary as the dissident’s wife issues a defiant message. The film followed Aleksei Navalny, a prominent critic of President Vladimir V. Putin of Russia, as he investigated his own near-fatal poisoning in 2020."
2097,2,"‘Russia Outside Russia’: For Elite, Dubai Becomes a Wartime Harbor.","In the exclusive neighborhoods and palatial shopping malls of the United Arab Emirates’ biggest city, wealthy Russians can build a new life without having to cut ties to their home country.",2023-03-13,"Anton Troianovski and Andrea DiCenzo","‘Russia Outside Russia’: For Elite, Dubai Becomes a Wartime Harbor. In the exclusive neighborhoods and palatial shopping malls of the United Arab Emirates’ biggest city, wealthy Russians can build a new life without having to cut ties to their home country."
2098,-4,"He heeded Russia’s call to enlist. Five months later, he was dead.","",2023-03-13,"Neil MacFarquhar and Milana Mazaeva","He heeded Russia’s call to enlist. Five months later, he was dead. "
2099,2,"Bakhmut remains of ‘paramount strategic importance’ to Ukraine, its top general says.","",2023-03-14,"Marc Santora","Bakhmut remains of ‘paramount strategic importance’ to Ukraine, its top general says. "
